[2025-12-23][20:26:29][gungameserver::server][INFO] Starting HTTP server on 0.0.0.0:8080
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 can shoot
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 using weapon 1 (damage: 20, range: 100.00)
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [SHOOT] Using command rotation (0.46, -0.14, 0.00) for player 2
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [SHOOT] Performing hit-scan from pos (-3.01, 1.45, -1.06) rot (0.46, -0.14, 0.00)
[2025-12-25][05:01:40][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Starting hit-scan for player 2 from (-3.01, 1.45, -1.06) rot (0.46, -0.14, 0.00) range 100.00
[2025-12-25][05:01:40][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking 2 players for intersection
[2025-12-25][05:01:40][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking player 1 at (-2.18, 1.45, -2.16)
[2025-12-25][05:01:40][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Ray does not intersect player 1
[2025-12-25][05:01:40][gungameserver::domain::hitscan][DEBUG] [HITSCAN] No hits detected
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [SHOOT] No hit detected for player 2
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [BROADCAST] Broadcasting 1 state events to all clients
[2025-12-25][05:01:40][gungameserver::handlers::udp][INFO] [SHOOT] Player 2 shooting from pos (-3.69, 0.61, -1.90) rot (0.73, -0.19, 0.00)
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 2
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 cannot shoot (ammo/fire rate/reload check failed)
[2025-12-25][05:01:40][gungameserver::handlers::udp][INFO] [SHOOT] Player 2 shooting from pos (-3.18, 0.61, -0.95) rot (1.06, -0.21, 0.00)
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 2
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 can shoot
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 using weapon 1 (damage: 20, range: 100.00)
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [SHOOT] Using command rotation (1.06, -0.21, 0.00) for player 2
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [SHOOT] Performing hit-scan from pos (-3.18, 1.45, -0.95) rot (1.06, -0.21, 0.00)
[2025-12-25][05:01:40][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Starting hit-scan for player 2 from (-3.18, 1.45, -0.95) rot (1.06, -0.21, 0.00) range 100.00
[2025-12-25][05:01:40][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking 2 players for intersection
[2025-12-25][05:01:40][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking player 1 at (-2.18, 1.45, -2.16)
[2025-12-25][05:01:40][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Ray does not intersect player 1
[2025-12-25][05:01:40][gungameserver::domain::hitscan][DEBUG] [HITSCAN] No hits detected
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [SHOOT] No hit detected for player 2
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [BROADCAST] Broadcasting 1 state events to all clients
[2025-12-25][05:01:40][gungameserver::handlers::udp][INFO] [SHOOT] Player 2 shooting from pos (-3.18, 0.61, -0.95) rot (0.90, -0.17, 0.00)
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 2
[2025-12-25][05:01:40][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 cannot shoot (ammo/fire rate/reload check failed)
[2025-12-25][05:01:41][gungameserver::handlers::udp][INFO] [SHOOT] Player 2 shooting from pos (-1.92, 0.61, -1.52) rot (0.50, -0.15, 0.00)
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 2
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 can shoot
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 using weapon 1 (damage: 20, range: 100.00)
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Using command rotation (0.50, -0.15, 0.00) for player 2
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Performing hit-scan from pos (-1.92, 1.45, -1.52) rot (0.50, -0.15, 0.00)
[2025-12-25][05:01:41][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Starting hit-scan for player 2 from (-1.92, 1.45, -1.52) rot (0.50, -0.15, 0.00) range 100.00
[2025-12-25][05:01:41][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking 2 players for intersection
[2025-12-25][05:01:41][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking player 1 at (-2.18, 1.45, -2.16)
[2025-12-25][05:01:41][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Ray does not intersect player 1
[2025-12-25][05:01:41][gungameserver::domain::hitscan][DEBUG] [HITSCAN] No hits detected
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] No hit detected for player 2
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [BROADCAST] Broadcasting 1 state events to all clients
[2025-12-25][05:01:41][gungameserver::handlers::udp][INFO] [SHOOT] Player 2 shooting from pos (-0.66, 0.61, -0.25) rot (-0.03, -0.08, 0.00)
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 2
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 can shoot
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 using weapon 1 (damage: 20, range: 100.00)
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Using command rotation (-0.03, -0.08, 0.00) for player 2
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Performing hit-scan from pos (-0.64, 1.45, -0.65) rot (-0.03, -0.08, 0.00)
[2025-12-25][05:01:41][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Starting hit-scan for player 2 from (-0.64, 1.45, -0.65) rot (-0.03, -0.08, 0.00) range 100.00
[2025-12-25][05:01:41][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking 2 players for intersection
[2025-12-25][05:01:41][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking player 1 at (-2.18, 1.45, -2.16)
[2025-12-25][05:01:41][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Ray does not intersect player 1
[2025-12-25][05:01:41][gungameserver::domain::hitscan][DEBUG] [HITSCAN] No hits detected
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] No hit detected for player 2
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [BROADCAST] Broadcasting 1 state events to all clients
[2025-12-25][05:01:41][gungameserver::handlers::udp][INFO] [SHOOT] Player 2 shooting from pos (-1.55, 1.24, 1.40) rot (-0.08, -0.16, 0.00)
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 2
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 cannot shoot (ammo/fire rate/reload check failed)
[2025-12-25][05:01:41][gungameserver::handlers::udp][INFO] [SHOOT] Player 2 shooting from pos (-1.58, 1.67, 3.34) rot (-0.10, -0.28, 0.00)
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 2
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 can shoot
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 using weapon 1 (damage: 20, range: 100.00)
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Using command rotation (-0.10, -0.28, 0.00) for player 2
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] Performing hit-scan from pos (-1.49, 2.33, 2.20) rot (-0.10, -0.28, 0.00)
[2025-12-25][05:01:41][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Starting hit-scan for player 2 from (-1.49, 2.33, 2.20) rot (-0.10, -0.28, 0.00) range 100.00
[2025-12-25][05:01:41][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking 2 players for intersection
[2025-12-25][05:01:41][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking player 1 at (-2.18, 1.45, -2.16)
[2025-12-25][05:01:41][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Ray does not intersect player 1
[2025-12-25][05:01:41][gungameserver::domain::hitscan][DEBUG] [HITSCAN] No hits detected
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [SHOOT] No hit detected for player 2
[2025-12-25][05:01:41][gungameserver::tick::lobby_tick][INFO] [BROADCAST] Broadcasting 1 state events to all clients
[2025-12-25][05:01:42][gungameserver::handlers::udp][INFO] [SHOOT] Player 2 shooting from pos (-3.16, 1.49, 2.81) rot (0.03, -0.28, 0.00)
[2025-12-25][05:01:42][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 2
[2025-12-25][05:01:42][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 can shoot
[2025-12-25][05:01:42][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 using weapon 1 (damage: 20, range: 100.00)
[2025-12-25][05:01:42][gungameserver::tick::lobby_tick][INFO] [SHOOT] Using command rotation (0.03, -0.28, 0.00) for player 2
[2025-12-25][05:01:42][gungameserver::tick::lobby_tick][INFO] [SHOOT] Performing hit-scan from pos (-3.16, 2.33, 2.81) rot (0.03, -0.28, 0.00)
[2025-12-25][05:01:42][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Starting hit-scan for player 2 from (-3.16, 2.33, 2.81) rot (0.03, -0.28, 0.00) range 100.00
[2025-12-25][05:01:42][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking 2 players for intersection
[2025-12-25][05:01:42][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking player 1 at (-2.18, 1.45, -2.16)
[2025-12-25][05:01:42][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Ray does not intersect player 1
[2025-12-25][05:01:42][gungameserver::domain::hitscan][DEBUG] [HITSCAN] No hits detected
[2025-12-25][05:01:42][gungameserver::tick::lobby_tick][INFO] [SHOOT] No hit detected for player 2
[2025-12-25][05:01:42][gungameserver::tick::lobby_tick][INFO] [BROADCAST] Broadcasting 1 state events to all clients
[2025-12-25][05:01:43][gungameserver::handlers::udp][INFO] [SHOOT] Player 2 shooting from pos (-1.00, 1.65, -2.89) rot (-0.95, -0.41, 0.00)
[2025-12-25][05:01:43][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 2
[2025-12-25][05:01:43][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 can shoot
[2025-12-25][05:01:43][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 2 using weapon 1 (damage: 20, range: 100.00)
[2025-12-25][05:01:43][gungameserver::tick::lobby_tick][INFO] [SHOOT] Using command rotation (-0.95, -0.41, 0.00) for player 2
[2025-12-25][05:01:43][gungameserver::tick::lobby_tick][INFO] [SHOOT] Performing hit-scan from pos (-1.03, 2.48, -3.02) rot (-0.95, -0.41, 0.00)
[2025-12-25][05:01:43][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Starting hit-scan for player 2 from (-1.03, 2.48, -3.02) rot (-0.95, -0.41, 0.00) range 100.00
[2025-12-25][05:01:43][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking 2 players for intersection
[2025-12-25][05:01:43][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking player 1 at (-2.18, 1.45, -2.16)
[2025-12-25][05:01:43][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Ray does not intersect player 1
[2025-12-25][05:01:43][gungameserver::domain::hitscan][DEBUG] [HITSCAN] No hits detected
[2025-12-25][05:01:43][gungameserver::tick::lobby_tick][INFO] [SHOOT] No hit detected for player 2
[2025-12-25][05:01:43][gungameserver::tick::lobby_tick][INFO] [BROADCAST] Broadcasting 1 state events to all clients
[2025-12-25][05:01:44][gungameserver::handlers::udp][INFO] [SHOOT] Player 1 shooting from pos (-3.08, 0.61, -3.46) rot (2.71, -0.02, 0.00)
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 1
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 can shoot
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 using weapon 1 (damage: 20, range: 100.00)
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [SHOOT] Using command rotation (2.71, -0.02, 0.00) for player 1
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [SHOOT] Performing hit-scan from pos (-3.02, 1.45, -3.34) rot (2.71, -0.02, 0.00)
[2025-12-25][05:01:44][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Starting hit-scan for player 1 from (-3.02, 1.45, -3.34) rot (2.71, -0.02, 0.00) range 100.00
[2025-12-25][05:01:44][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking 2 players for intersection
[2025-12-25][05:01:44][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking player 2 at (-1.47, 1.45, -1.10)
[2025-12-25][05:01:44][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Ray does not intersect player 2
[2025-12-25][05:01:44][gungameserver::domain::hitscan][DEBUG] [HITSCAN] No hits detected
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [SHOOT] No hit detected for player 1
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [BROADCAST] Broadcasting 1 state events to all clients
[2025-12-25][05:01:44][gungameserver::handlers::udp][INFO] [SHOOT] Player 1 shooting from pos (-2.39, 0.61, -4.76) rot (2.84, -0.07, 0.00)
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 1
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 can shoot
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 using weapon 1 (damage: 20, range: 100.00)
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [SHOOT] Using command rotation (2.84, -0.07, 0.00) for player 1
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [SHOOT] Performing hit-scan from pos (-2.90, 1.45, -4.58) rot (2.84, -0.07, 0.00)
[2025-12-25][05:01:44][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Starting hit-scan for player 1 from (-2.90, 1.45, -4.58) rot (2.84, -0.07, 0.00) range 100.00
[2025-12-25][05:01:44][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking 2 players for intersection
[2025-12-25][05:01:44][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking player 2 at (-1.47, 1.45, -1.10)
[2025-12-25][05:01:44][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Ray does not intersect player 2
[2025-12-25][05:01:44][gungameserver::domain::hitscan][DEBUG] [HITSCAN] No hits detected
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [SHOOT] No hit detected for player 1
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [BROADCAST] Broadcasting 1 state events to all clients
[2025-12-25][05:01:44][gungameserver::handlers::udp][INFO] [SHOOT] Player 1 shooting from pos (-0.82, 0.61, -3.64) rot (-3.03, -0.16, 0.00)
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 1
[2025-12-25][05:01:44][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 cannot shoot (ammo/fire rate/reload check failed)
[2025-12-25][05:01:45][gungameserver::handlers::udp][INFO] [SHOOT] Player 1 shooting from pos (-1.25, 0.61, -1.84) rot (-2.36, -0.25, 0.00)
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 1
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 can shoot
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 using weapon 1 (damage: 20, range: 100.00)
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [SHOOT] Using command rotation (-2.36, -0.25, 0.00) for player 1
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [SHOOT] Performing hit-scan from pos (-0.71, 1.45, -3.03) rot (-2.36, -0.25, 0.00)
[2025-12-25][05:01:45][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Starting hit-scan for player 1 from (-0.71, 1.45, -3.03) rot (-2.36, -0.25, 0.00) range 100.00
[2025-12-25][05:01:45][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking 2 players for intersection
[2025-12-25][05:01:45][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking player 2 at (-1.47, 1.45, -1.10)
[2025-12-25][05:01:45][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Ray does not intersect player 2
[2025-12-25][05:01:45][gungameserver::domain::hitscan][DEBUG] [HITSCAN] No hits detected
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [SHOOT] No hit detected for player 1
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [BROADCAST] Broadcasting 1 state events to all clients
[2025-12-25][05:01:45][gungameserver::handlers::udp][INFO] [SHOOT] Player 1 shooting from pos (-0.77, 0.61, -1.38) rot (-2.33, -0.22, 0.00)
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 1
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 cannot shoot (ammo/fire rate/reload check failed)
[2025-12-25][05:01:45][gungameserver::handlers::udp][INFO] [SHOOT] Player 1 shooting from pos (0.82, 0.61, -2.59) rot (-2.20, -0.15, 0.00)
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 1
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 can shoot
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 using weapon 1 (damage: 20, range: 100.00)
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [SHOOT] Using command rotation (-2.20, -0.15, 0.00) for player 1
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [SHOOT] Performing hit-scan from pos (0.39, 1.45, -2.28) rot (-2.20, -0.15, 0.00)
[2025-12-25][05:01:45][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Starting hit-scan for player 1 from (0.39, 1.45, -2.28) rot (-2.20, -0.15, 0.00) range 100.00
[2025-12-25][05:01:45][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking 2 players for intersection
[2025-12-25][05:01:45][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking player 2 at (-1.47, 1.45, -1.10)
[2025-12-25][05:01:45][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Ray does not intersect player 2
[2025-12-25][05:01:45][gungameserver::domain::hitscan][DEBUG] [HITSCAN] No hits detected
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [SHOOT] No hit detected for player 1
[2025-12-25][05:01:45][gungameserver::tick::lobby_tick][INFO] [BROADCAST] Broadcasting 1 state events to all clients
[2025-12-25][05:01:45][gungameserver::handlers::udp][INFO] [SHOOT] Player 1 shooting from pos (1.14, 0.61, -2.82) rot (-3.11, -0.06, 0.00)
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 1
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 can shoot
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 using weapon 1 (damage: 20, range: 100.00)
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Using command rotation (-3.11, -0.06, 0.00) for player 1
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Performing hit-scan from pos (1.14, 1.45, -2.82) rot (-3.11, -0.06, 0.00)
[2025-12-25][05:01:46][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Starting hit-scan for player 1 from (1.14, 1.45, -2.82) rot (-3.11, -0.06, 0.00) range 100.00
[2025-12-25][05:01:46][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking 2 players for intersection
[2025-12-25][05:01:46][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking player 2 at (-1.47, 1.45, -1.10)
[2025-12-25][05:01:46][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Ray does not intersect player 2
[2025-12-25][05:01:46][gungameserver::domain::hitscan][DEBUG] [HITSCAN] No hits detected
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] No hit detected for player 1
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [BROADCAST] Broadcasting 1 state events to all clients
[2025-12-25][05:01:46][gungameserver::handlers::udp][INFO] [SHOOT] Player 1 shooting from pos (-0.30, 0.61, -2.07) rot (2.64, -0.19, 0.00)
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 1
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 cannot shoot (ammo/fire rate/reload check failed)
[2025-12-25][05:01:46][gungameserver::handlers::udp][INFO] [SHOOT] Player 1 shooting from pos (-0.85, 1.33, -0.14) rot (2.66, -0.22, 0.00)
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 1
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 can shoot
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 using weapon 1 (damage: 20, range: 100.00)
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Using command rotation (2.66, -0.22, 0.00) for player 1
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Performing hit-scan from pos (-0.81, 2.13, -0.27) rot (2.66, -0.22, 0.00)
[2025-12-25][05:01:46][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Starting hit-scan for player 1 from (-0.81, 2.13, -0.27) rot (2.66, -0.22, 0.00) range 100.00
[2025-12-25][05:01:46][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking 2 players for intersection
[2025-12-25][05:01:46][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking player 2 at (-1.47, 1.45, -1.10)
[2025-12-25][05:01:46][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Ray does not intersect player 2
[2025-12-25][05:01:46][gungameserver::domain::hitscan][DEBUG] [HITSCAN] No hits detected
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] No hit detected for player 1
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [BROADCAST] Broadcasting 1 state events to all clients
[2025-12-25][05:01:46][gungameserver::handlers::udp][INFO] [SHOOT] Player 1 shooting from pos (-1.25, 1.68, 1.81) rot (2.39, -0.23, 0.00)
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 1
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 can shoot
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 using weapon 1 (damage: 20, range: 100.00)
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Using command rotation (2.39, -0.23, 0.00) for player 1
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] Performing hit-scan from pos (-1.21, 2.49, 1.27) rot (2.39, -0.23, 0.00)
[2025-12-25][05:01:46][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Starting hit-scan for player 1 from (-1.21, 2.49, 1.27) rot (2.39, -0.23, 0.00) range 100.00
[2025-12-25][05:01:46][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking 2 players for intersection
[2025-12-25][05:01:46][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking player 2 at (-1.47, 1.45, -1.10)
[2025-12-25][05:01:46][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Ray does not intersect player 2
[2025-12-25][05:01:46][gungameserver::domain::hitscan][DEBUG] [HITSCAN] No hits detected
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [SHOOT] No hit detected for player 1
[2025-12-25][05:01:46][gungameserver::tick::lobby_tick][INFO] [BROADCAST] Broadcasting 1 state events to all clients
[2025-12-25][05:01:46][gungameserver::handlers::udp][INFO] [SHOOT] Player 1 shooting from pos (-1.20, 1.42, 3.81) rot (2.32, -0.22, 0.00)
[2025-12-25][05:01:47][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 1
[2025-12-25][05:01:47][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 cannot shoot (ammo/fire rate/reload check failed)
[2025-12-25][05:01:47][gungameserver::handlers::udp][INFO] [SHOOT] Player 1 shooting from pos (-0.96, 0.61, 5.79) rot (2.18, -0.13, 0.00)
[2025-12-25][05:01:47][gungameserver::tick::lobby_tick][INFO] [SHOOT] Processing shoot command for player 1
[2025-12-25][05:01:47][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 can shoot
[2025-12-25][05:01:47][gungameserver::tick::lobby_tick][INFO] [SHOOT] Player 1 using weapon 1 (damage: 20, range: 100.00)
[2025-12-25][05:01:47][gungameserver::tick::lobby_tick][INFO] [SHOOT] Using command rotation (2.18, -0.13, 0.00) for player 1
[2025-12-25][05:01:47][gungameserver::tick::lobby_tick][INFO] [SHOOT] Performing hit-scan from pos (-1.16, 2.04, 4.47) rot (2.18, -0.13, 0.00)
[2025-12-25][05:01:47][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Starting hit-scan for player 1 from (-1.16, 2.04, 4.47) rot (2.18, -0.13, 0.00) range 100.00
[2025-12-25][05:01:47][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking 2 players for intersection
[2025-12-25][05:01:47][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Checking player 2 at (-1.47, 1.45, -1.10)
[2025-12-25][05:01:47][gungameserver::domain::hitscan][DEBUG] [HITSCAN] Ray does not intersect player 2
[2025-12-25][05:01:47][gungameserver::domain::hitscan][DEBUG] [HITSCAN] No hits detected
[2025-12-25][05:01:47][gungameserver::tick::lobby_tick][INFO] [SHOOT] No hit detected for player 1
[2025-12-25][05:01:47][gungameserver::tick::lobby_tick][INFO] [BROADCAST] Broadcasting 1 state events to all clients
[2025-12-25][05:01:47][gungameserver::handlers::udp][INFO] [SHOOT] Player 1 shooting from pos (-0.23, 1.14, 6.87) rot (-0.25, -0.06, 0.00)
